,fold,TN,FN,TP,FP,TPR,FPR,TNR,FNR,recall,acc,f1,precision_w,precision_macro,precision_micro,bsr,aucM
0,k_1,19,5,5,1,0.5,0.05,0.95,0.5,0.5,0.8,0.625,0.8055555555555555,0.8125,0.8,0.725,0.7249999999999999
1,k_2,19,5,5,1,0.5,0.05,0.95,0.5,0.5,0.8,0.625,0.8055555555555555,0.8125,0.8,0.725,0.7249999999999999
2,k_3,19,5,5,1,0.5,0.05,0.95,0.5,0.5,0.8,0.625,0.8055555555555555,0.8125,0.8,0.725,0.7249999999999999
3,k_4,19,5,5,1,0.5,0.05,0.95,0.5,0.5,0.8,0.625,0.8055555555555555,0.8125,0.8,0.725,0.7249999999999999
4,k_5,19,5,5,1,0.5,0.05,0.95,0.5,0.5,0.8,0.625,0.8055555555555555,0.8125,0.8,0.725,0.7249999999999999
5,k_6,19,5,5,1,0.5,0.05,0.95,0.5,0.5,0.8,0.625,0.8055555555555555,0.8125,0.8,0.725,0.7249999999999999
6,k_7,19,5,5,1,0.5,0.05,0.95,0.5,0.5,0.8,0.625,0.8055555555555555,0.8125,0.8,0.725,0.7249999999999999
7,k_8,19,5,5,1,0.5,0.05,0.95,0.5,0.5,0.8,0.625,0.8055555555555555,0.8125,0.8,0.725,0.7249999999999999
8,k_9,19,5,5,1,0.5,0.05,0.95,0.5,0.5,0.8,0.625,0.8055555555555555,0.8125,0.8,0.725,0.7249999999999999
9,k_10,19,5,5,1,0.5,0.05,0.95,0.5,0.5,0.8,0.625,0.8055555555555555,0.8125,0.8,0.725,0.7249999999999999
